gene_model,gene_name,unique_gene_id
KH.L165.4,VGLL1; VGLL2; VGLL3,Cirobu.g00011700
KH.L165.5,VGLL1; VGLL2; VGLL3,Cirobu.g00011701
KH.L165.6,ASPN; LRRC72; SNRPA1,Cirobu.g00011702
KH.L165.7,ACADL; ACADS; ACADSB,Cirobu.g00011703
KH.L166.1,RGS10; RGS12; RGS14,Cirobu.g00011704
KH.L166.2,KH.L166.2,Cirobu.g00011705
KH.L166.3,AMFR; AUP1,Cirobu.g00011706
KH.L166.4,SORCS1; SORCS2; SORCS3,Cirobu.g00011707
KH.L166.5,KH.L166.5,Cirobu.g00011708
KH.L166.6,SORCS1; SORCS2; SORCS3,Cirobu.g00011709
KH.L167.2,F11; KLKB1; TMPRSS3,Cirobu.g00011710
KH.L167.3,TLK1; TLK2; ULK3,Cirobu.g00011711
KH.L167.4,CLDN10; CLDN18; CLDN8,Cirobu.g00011712
KH.L167.5,SLC6A11; SLC6A12; SLC6A13,Cirobu.g00011713
KH.L168.1,KH.L168.1,Cirobu.g00011714
KH.L168.2,DGKA; DGKB; DGKG,Cirobu.g00011715
KH.L168.3,KH.L168.3,Cirobu.g00011716
KH.L168.4,USP26; USP29; USP37,Cirobu.g00011717
KH.L168.5,KH.L168.5,Cirobu.g00011718
KH.L168.6,WBP2NL,Cirobu.g00011719
KH.L168.7,MKRN2OS,Cirobu.g00011720
KH.L168.8,KH.L168.8,Cirobu.g00011721
KH.L168.9,CGNL1,Cirobu.g00011722
KH.L169.1,SMCHD1,Cirobu.g00011723
KH.L169.2,HSPG2; IGSF9B; VCAM1,Cirobu.g00011724
KH.L169.3,SLC17A5; SLC17A6; SLC17A8,Cirobu.g00011725
KH.L169.4,SMCHD1,Cirobu.g00011726
KH.L169.5,KH.L169.5,Cirobu.g00011727
KH.L169.6,KH.L169.6,Cirobu.g00011728
KH.L170.1,RIC1,Cirobu.g00011743
KH.L170.10,HFE2; RGMA; RGMB,Cirobu.g00011744
KH.L170.100,KH.L170.100,Cirobu.g00011745
KH.L170.11,RNASEH2A,Cirobu.g00011746
KH.L170.12,CT45A10; INTS6; INTS6L,Cirobu.g00011747
KH.L170.13,RFC2; RFC4; RFC5,Cirobu.g00011748
KH.L170.14,SLC35G1; SLC35G2,Cirobu.g00011749
KH.L170.15,KH.L170.15,Cirobu.g00011750
KH.L170.16,LARP6; LARP7; SSB,Cirobu.g00011751
KH.L170.18,SNAP23; SNAP25; SNAP29,Cirobu.g00011752
KH.L170.19,NOP16,Cirobu.g00011753
KH.L170.2,EDF1,Cirobu.g00011754
KH.L170.20,NRF1,Cirobu.g00011755
KH.L170.21,ABHD14A-ACY1; ACY1; PM20D1,Cirobu.g00011756
KH.L170.22,SLC2A6; SLC2A8,Cirobu.g00011757
KH.L170.23,LRRC40; MFHAS1; SHOC2,Cirobu.g00011758
KH.L170.24,TRABD,Cirobu.g00011759
KH.L170.25,KH.L170.25,Cirobu.g00011760
KH.L170.26,TTC25; ZC3H7B,Cirobu.g00011761
KH.L170.27,MGAM; SI,Cirobu.g00011762
KH.L170.28,STRBP; ZFR; ZFR2,Cirobu.g00011763
KH.L170.29,KH.L170.29,Cirobu.g00011764
KH.L170.3,KH.L170.3,Cirobu.g00011765
KH.L170.30,ANKRD35; ANKRD44; EHMT1,Cirobu.g00011766
KH.L170.31,ALG11; ALG2; GLT1D1,Cirobu.g00011767
KH.L170.32,KH.L170.32,Cirobu.g00011768
KH.L170.33,SLC25A28; SLC25A33; SLC25A37,Cirobu.g00011769
KH.L170.34,KH.L170.34,Cirobu.g00011770
KH.L170.35,KH.L170.35,Cirobu.g00011771
KH.L170.36,THEG; THEGL,Cirobu.g00011772
KH.L170.37,KH.L170.37,Cirobu.g00011773
KH.L170.38,KH.L170.38,Cirobu.g00011774
KH.L170.39,AC004691.2; MINDY3; MINDY4,Cirobu.g00011775
KH.L170.4,CHST1; CHST3; CHST6,Cirobu.g00011776
KH.L170.40,BRK1,Cirobu.g00011777
KH.L170.41,KH.L170.41,Cirobu.g00011778
KH.L170.42,GNG12; GNG2; GNG7,Cirobu.g00011779
KH.L170.43,GALE; TGDS; UXS1,Cirobu.g00011780
KH.L170.44,KH.L170.44,Cirobu.g00011781
KH.L170.45,CCDC74A; CCDC74B; CCDC92,Cirobu.g00011782
KH.L170.46,PPP4R3A; PPP4R3B,Cirobu.g00011783
KH.L170.47,ALDOA; ALDOB; ALDOC,Cirobu.g00011784
KH.L170.48,NEDD1; WDR5; WDR5B,Cirobu.g00011785
KH.L170.49,CHPF; CHSY1; CHSY3,Cirobu.g00011786
KH.L170.5,TMEM17; TMEM80,Cirobu.g00011787
KH.L170.50,IL17RA; IL17RD,Cirobu.g00011788
KH.L170.51,ARF1; ARF4; ARF5,Cirobu.g00011789
KH.L170.52,ARPP19; ENSA,Cirobu.g00011790
KH.L170.53,TTC39A; TTC39B; TTC39C,Cirobu.g00011791
KH.L170.54,HTRA1; IGFBP7; KAZALD1,Cirobu.g00011792
KH.L170.55,ADRA1A,Cirobu.g00011793
KH.L170.56,TRABD2A; TRABD2B,Cirobu.g00011794
KH.L170.57,PTPRQ; SDK1; USH2A,Cirobu.g00011795
KH.L170.58,ALG12; ALG9; PIGB,Cirobu.g00011796
KH.L170.59,DNAJB1; DNAJB4; DNAJB5,Cirobu.g00011797
KH.L170.60,MIER1; MIER2; MIER3,Cirobu.g00011798
KH.L170.61,FBXW7; RRP9; SNRNP40,Cirobu.g00011799
KH.L170.62,ADH1A; ADH5; SORD,Cirobu.g00011800
KH.L170.63,KH.L170.63,Cirobu.g00011801
KH.L170.64,KH.L170.64,Cirobu.g00011802
KH.L170.65,KH.L170.65,Cirobu.g00011803
KH.L170.66,FASTKD2; TBRG4,Cirobu.g00011804
KH.L170.67,SEC11A; SEC11C,Cirobu.g00011805
KH.L170.68,ZNF551; ZNF568; ZNF71,Cirobu.g00011806
KH.L170.69,ARHGAP15; SYDE1; SYDE2,Cirobu.g00011807
KH.L170.7,KH.L170.7,Cirobu.g00011808
KH.L170.70,KH.L170.70,Cirobu.g00011809
KH.L170.71,AC004691.2; AQP1; AQP8,Cirobu.g00011810
KH.L170.72,RICTOR,Cirobu.g00011811
KH.L170.73,KH.L170.73,Cirobu.g00011812
KH.L170.74,KH.L170.74,Cirobu.g00011813
KH.L170.75,KH.L170.75,Cirobu.g00011814
KH.L170.76,CCDC153,Cirobu.g00011815
KH.L170.77,EFR3A; EFR3B,Cirobu.g00011816
KH.L170.78,EIF3A; HYDIN,Cirobu.g00011817
KH.L170.79,KH.L170.79,Cirobu.g00011818
KH.L170.8,APTX; PNKP,Cirobu.g00011819
KH.L170.80,PCGF1; PCGF3; PCGF5,Cirobu.g00011820
KH.L170.81,KH.L170.81,Cirobu.g00011821
KH.L170.82,FAM81A; FAM81B,Cirobu.g00011822
KH.L170.83,CCDC158; CFAP57,Cirobu.g00011823
KH.L170.84,KH.L170.84,Cirobu.g00011824
KH.L170.85,KH.L170.85,Cirobu.g00011825
KH.L170.86,KH.L170.86,Cirobu.g00011826
KH.L170.87,ZCCHC10,Cirobu.g00011827
KH.L170.88,TMEM26,Cirobu.g00011828
KH.L170.89,TRABD2A; TRABD2B,Cirobu.g00011829
KH.L170.9,RMC1,Cirobu.g00011830
KH.L170.91,ATP23,Cirobu.g00011831
KH.L170.92,AHSA1; AHSA2P,Cirobu.g00011832
KH.L170.93,HNRNPA1; HNRNPA2B1; HNRNPA3,Cirobu.g00011833
KH.L170.94,KH.L170.94,Cirobu.g00011834
KH.L170.96,GNG2; GNG4; GNG8,Cirobu.g00011835
KH.L170.97,CNBD2,Cirobu.g00011836
KH.L170.98,KH.L170.98,Cirobu.g00011837
KH.L17.1,KH.L17.1,Cirobu.g00011729
KH.L17.10,CIB1; CIB2; CIB3,Cirobu.g00011730
KH.L17.11,HSBP1; HSBP1L1,Cirobu.g00011731
KH.L171.1,C7orf31,Cirobu.g00011838
KH.L171.10,HHEX; TLX1; TLX3,Cirobu.g00011839
KH.L171.11,FBXL15; FBXL20; FBXL7,Cirobu.g00011840
KH.L171.13,OPN1LW; OPN1MW2; OPN1MW3,Cirobu.g00011841
KH.L171.14,KH.L171.14,Cirobu.g00011842
KH.L171.15,IPO13; TNPO3; XPO1,Cirobu.g00011843
KH.L171.16,HOXA1; HOXB1; HOXD1,Cirobu.g00011844
KH.L171.17,SYT2; SYT6; SYT9,Cirobu.g00011845
KH.L171.18,EGLN1; EGLN2; EGLN3,Cirobu.g00011846
KH.L171.19,KH.L171.19,Cirobu.g00011847
KH.L17.12,MAF1,Cirobu.g00011732
KH.L171.2,ACAN; CD207; COLEC11,Cirobu.g00011848
KH.L171.22,PLG; TMPRSS13; TMPRSS3,Cirobu.g00011849
KH.L171.23,TMEM47,Cirobu.g00011850
KH.L171.24,KH.L171.24,Cirobu.g00011851
KH.L17.13,PLEKHA4; PLEKHA5; PLEKHA7,Cirobu.g00011733
KH.L171.3,DDX23; DDX43; DDX46,Cirobu.g00011852
KH.L171.4,HMCN1; PRSS33; PRSS48,Cirobu.g00011853
KH.L17.15,NR2F1; NR2F2; NR2F6,Cirobu.g00011734
KH.L171.5,SFRP1; SFRP2; SFRP5,Cirobu.g00011854
KH.L17.16,KH.L17.16,Cirobu.g00011735
KH.L171.6,CSTF2; CSTF2T; NIFK,Cirobu.g00011855
KH.L171.7,COL12A1; FN1; PTPRB,Cirobu.g00011856
KH.L171.8,KH.L171.8,Cirobu.g00011857
KH.L171.9,KH.L171.9,Cirobu.g00011858
KH.L17.2,TOMM34; UNC45A; UNC45B,Cirobu.g00011736
KH.L172.1,MAP2K3; MAP2K4; MAP2K6,Cirobu.g00011859
KH.L172.10,AGXT2; ETNPPL; PHYKPL,Cirobu.g00011860
KH.L172.11,KH.L172.11,Cirobu.g00011861
KH.L172.12,MAGOH; MAGOHB,Cirobu.g00011862
KH.L172.13,USP17L17; USP36; USP42,Cirobu.g00011863
KH.L172.14,CNTRL; DNAAF1; PPP1R7,Cirobu.g00011864
KH.L172.15,CHODL; PLA2R1; REG3A,Cirobu.g00011865
KH.L172.16,EGR1; EGR2; EGR3,Cirobu.g00011866
KH.L172.17,HOOK1; HOOK2; HOOK3,Cirobu.g00011867
KH.L172.18,PDCD11,Cirobu.g00011868
KH.L172.19,CNNM1; CNNM2; CNNM4,Cirobu.g00011869
KH.L172.2,MRAS; RAP1B; RRAS2,Cirobu.g00011870
KH.L172.20,PTH1R; PTH2R; SCTR,Cirobu.g00011871
KH.L172.21,AS3MT; METTL7A; METTL7B,Cirobu.g00011872
KH.L172.22,PARP2,Cirobu.g00011873
KH.L172.23,EMX1; VAX1; VAX2,Cirobu.g00011874
KH.L172.24,KH.L172.24,Cirobu.g00011875
KH.L172.25,KH.L172.25,Cirobu.g00011876
KH.L172.26,NAA38; SNRPB; SNRPN,Cirobu.g00011877
KH.L172.27,PRR7; WBP1; WBP1L,Cirobu.g00011878
KH.L172.28,ADRA1B; HTR6; MLNR,Cirobu.g00011879
KH.L172.29,DNAJB2; DNAJB8; DNAJC21,Cirobu.g00011880
KH.L172.3,PRR14; PRR14L,Cirobu.g00011881
KH.L172.30,FAM136A,Cirobu.g00011882
KH.L172.31,SRRM1,Cirobu.g00011883
KH.L172.32,DHX15; DHX16; DHX8,Cirobu.g00011884
KH.L172.33,C8orf76; ZHX1-C8orf76,Cirobu.g00011885
KH.L172.34,CRNKL1; PDCD11; XAB2,Cirobu.g00011886
KH.L172.4,KH.L172.4,Cirobu.g00011887
KH.L172.5,CRNKL1; PDCD11,Cirobu.g00011888
KH.L172.6,ADRA2C; HRH1; HTR1D,Cirobu.g00011889
KH.L172.7,KH.L172.7,Cirobu.g00011890
KH.L172.8,MLH1; PMS1; PMS2,Cirobu.g00011891
KH.L172.9,KH.L172.9,Cirobu.g00011892
KH.L17.3,BNC1; BNC2; SALL3,Cirobu.g00011737
KH.L173.1,PFAS,Cirobu.g00011893
KH.L173.2,LDB3; PDLIM5; PDLIM7,Cirobu.g00011894
KH.L173.3,ADAMTS14; ADAMTS2; ADAMTS3,Cirobu.g00011895
KH.L173.4,ELAC1; ELAC2,Cirobu.g00011896
KH.L173.5,CTCF; CTCFL; ZNF501,Cirobu.g00011897
KH.L173.6,KH.L173.6,Cirobu.g00011898
KH.L173.7,BBS9,Cirobu.g00011899
KH.L173.8,BBS9,Cirobu.g00011900
KH.L173.9,BRMS1; BRMS1L; SUDS3,Cirobu.g00011901
KH.L17.4,PRDX1; PRDX2; PRDX4,Cirobu.g00011738
KH.L17.5,ITCH; NEDD4; NEDD4L,Cirobu.g00011739
KH.L17.6,SAFB; SAFB2; SLTM,Cirobu.g00011740
KH.L17.8,JMJD1C; KDM3A; KDM3B,Cirobu.g00011741
KH.L17.9,JMJD1C; KDM3A; KDM3B,Cirobu.g00011742
KH.L18.1,KH.L18.1,Cirobu.g00011902
KH.L18.10,SPON1; THSD7A; THSD7B,Cirobu.g00011903
KH.L18.100,A4GNT,Cirobu.g00011904
KH.L18.101,MEGF10; MEGF11; MEGF6,Cirobu.g00011905
KH.L18.102,FNTA; PTAR1; RABGGTA,Cirobu.g00011906
KH.L18.103,SGPP1; SGPP2,Cirobu.g00011907
KH.L18.104,KH.L18.104,Cirobu.g00011908
KH.L18.105,OSGEP; OSGEPL1,Cirobu.g00011909
KH.L18.106,KH.L18.106,Cirobu.g00011910
KH.L18.107,SSR4,Cirobu.g00011911
KH.L18.108,SLC35D1; SLC35D2; SLC35D3,Cirobu.g00011912
KH.L18.109,KH.L18.109,Cirobu.g00011913
KH.L18.11,ADK; KHK; RBKS,Cirobu.g00011914
KH.L18.110,KH.L18.110,Cirobu.g00011915
KH.L18.111,KH.L18.111,Cirobu.g00011916
KH.L18.112,BPTF; CHD4; CHD5,Cirobu.g00011917
KH.L18.113,PQLC2; PQLC2L; TMEM44,Cirobu.g00011918
KH.L18.114,CHDH,Cirobu.g00011919
KH.L18.115,KH.L18.115,Cirobu.g00011920
KH.L18.116,FAM124A; FAM124B,Cirobu.g00011921
KH.L18.117,ACP2; ACP4; ACP6,Cirobu.g00011922
KH.L18.118,TMEM241,Cirobu.g00011923
KH.L18.119,PPFIA1; PPFIA2; PPFIA3,Cirobu.g00011924
KH.L18.12,AC136616.1; SLC6A13; SLC6A8,Cirobu.g00011925
KH.L18.120,TRIT1,Cirobu.g00011926
KH.L18.121,KH.L18.121,Cirobu.g00011927
KH.L18.122,DR1; NFYB; POLE3,Cirobu.g00011928
KH.L18.123,EXD2; EXD3; WRN,Cirobu.g00011929
KH.L18.124,KH.L18.124,Cirobu.g00011930
KH.L18.125,JMJD7; JMJD7-PLA2G4B; KDM8,Cirobu.g00011931
KH.L18.126,KH.L18.126,Cirobu.g00011932
KH.L18.127,KH.L18.127,Cirobu.g00011933
KH.L18.128,MALRD1; MDGA1; MDGA2,Cirobu.g00011934
KH.L18.129,ARF1; ARF3; ARF6,Cirobu.g00011935
KH.L18.13,JMJD7; JMJD7-PLA2G4B; KDM8,Cirobu.g00011936
KH.L18.130,KH.L18.130,Cirobu.g00011937
KH.L18.131,TRAPPC1; TRAPPC4,Cirobu.g00011938
KH.L18.132,COL6A6; MATN2; MATN4,Cirobu.g00011939
KH.L18.133,KH.L18.133,Cirobu.g00011940
KH.L18.134,ADPRH; ADPRHL1; ADPRHL2,Cirobu.g00011941
KH.L18.135,JMJD7; JMJD7-PLA2G4B; KDM8,Cirobu.g00011942
KH.L18.136,KH.L18.136,Cirobu.g00011943
KH.L18.137,KH.L18.137,Cirobu.g00011944
KH.L18.138,DHX29; DHX30; TDRD9,Cirobu.g00011945
KH.L18.139,RPL4,Cirobu.g00011946
KH.L18.14,CNBP; ZCCHC13; ZCCHC9,Cirobu.g00011947
KH.L18.140,PARL,Cirobu.g00011948
KH.L18.142,KH.L18.142,Cirobu.g00011949
KH.L18.15,GNL2; GNL3; GNL3L,Cirobu.g00011950
KH.L18.16,CTRB1; CTRB2; TMPRSS4,Cirobu.g00011951
KH.L18.17,B3GALT1; B3GALT2; B3GNT5,Cirobu.g00011952
KH.L18.18,SSR3,Cirobu.g00011953
KH.L18.19,CUZD1; DMBT1; OIT3,Cirobu.g00011954
KH.L18.2,MDH1; MDH1B,Cirobu.g00011955
KH.L18.20,ARAF; BRAF; RAF1,Cirobu.g00011956
KH.L18.21,ARPC4-TTLL3; TTLL3; TTLL8,Cirobu.g00011957
KH.L18.22,BDH1; HSD17B6,Cirobu.g00011958
KH.L18.23,GRIA1; GRID2; GRIK5,Cirobu.g00011959
KH.L18.24,KH.L18.24,Cirobu.g00011960
KH.L18.25,CELA2A; CTRB1; CTRB2,Cirobu.g00011961
KH.L18.26,HNRNPM; MYEF2; PABPC4L,Cirobu.g00011962
KH.L18.27,B3GALNT1; B3GALT1; B3GALT5,Cirobu.g00011963
KH.L18.28,AIMP2,Cirobu.g00011964
KH.L18.29,KH.L18.29,Cirobu.g00011965
KH.L18.3,KH.L18.3,Cirobu.g00011966
KH.L18.30,PID1,Cirobu.g00011967
KH.L18.31,KLHL20; KLHL24; KLHL3,Cirobu.g00011968
KH.L18.32,PTPN11; PTPN6; PTPRK,Cirobu.g00011969
KH.L18.33,ZNF251; ZNF420,Cirobu.g00011970
KH.L18.34,KH.L18.34,Cirobu.g00011971
KH.L18.35,FAM189A1,Cirobu.g00011972
KH.L18.36,WDFY3; ZFYVE21; ZFYVE28,Cirobu.g00011973
KH.L18.37,KH.L18.37,Cirobu.g00011974
KH.L18.38,NAT1; NAT2,Cirobu.g00011975
KH.L18.39,HECTD1; MIB1; MIB2,Cirobu.g00011976
KH.L18.4,IL17RA; IL17RD,Cirobu.g00011977
KH.L18.40,ORC2,Cirobu.g00011978
KH.L18.41,SUN1; SUN2; SUN3,Cirobu.g00011979
KH.L18.42,KH.L18.42,Cirobu.g00011980
KH.L18.43,OTOG; OTOGL; VWF,Cirobu.g00011981
KH.L18.44,GLTP; PLEKHA3; PLEKHA8,Cirobu.g00011982
KH.L18.45,KH.L18.45,Cirobu.g00011983
KH.L18.46,FBF1,Cirobu.g00011984
KH.L18.47,PRUNE1; PRUNE2,Cirobu.g00011985
KH.L18.48,IL17RA,Cirobu.g00011986
KH.L18.49,NAALADL2,Cirobu.g00011987
KH.L18.5,KH.L18.5,Cirobu.g00011988
KH.L18.50,HASPIN,Cirobu.g00011989
KH.L18.51,KH.L18.51,Cirobu.g00011990
KH.L18.52,ENGASE,Cirobu.g00011991
KH.L18.53,TPRA1,Cirobu.g00011992
KH.L18.54,FUNDC1; FUNDC2,Cirobu.g00011993
KH.L18.55,KH.L18.55,Cirobu.g00011994
KH.L18.56,KH.L18.56,Cirobu.g00011995
KH.L18.57,KH.L18.57,Cirobu.g00011996
KH.L18.58,ATCAY; BNIP2; PRUNE2,Cirobu.g00011997
KH.L18.59,KH.L18.59,Cirobu.g00011998
KH.L18.6,TRIM2; TRIM3; TRIM71,Cirobu.g00011999
KH.L18.60,TECTA; UMOD; UMODL1,Cirobu.g00012000
KH.L18.61,ALPK1; EEF2K; TRPM6,Cirobu.g00012001
KH.L18.62,CSE1L; IPO7; IPO8,Cirobu.g00012002
KH.L18.63,CYB5R1; CYB5R2; CYB5R3,Cirobu.g00012003
KH.L18.64,KH.L18.64,Cirobu.g00012004
KH.L18.65,PDE11A; PDE6B; PDE6C,Cirobu.g00012005
KH.L18.66,KDM6A; KDM6B; UTY,Cirobu.g00012006
KH.L18.67,TMED10; TMED4; TMED9,Cirobu.g00012007
KH.L18.68,KH.L18.68,Cirobu.g00012008
KH.L18.69,LAP3; NPEPL1,Cirobu.g00012009
KH.L18.7,CHPF; CHSY1; CHSY3,Cirobu.g00012010
KH.L18.70,KH.L18.70,Cirobu.g00012011
KH.L18.71,RPUSD1; RPUSD3; RPUSD4,Cirobu.g00012012
KH.L18.72,FUT4; FUT5; FUT6,Cirobu.g00012013
KH.L18.73,KH.L18.73,Cirobu.g00012014
KH.L18.74,CALM3; EFHC1; EFHC2,Cirobu.g00012015
KH.L18.75,LARGE1; LARGE2; XXYLT1,Cirobu.g00012016
KH.L18.76,FAM135A; FAM135B,Cirobu.g00012017
KH.L18.77,SPCS2,Cirobu.g00012018
KH.L18.78,EZR; NF2; RDX,Cirobu.g00012019
KH.L18.79,MIB1; MIB2,Cirobu.g00012020
KH.L18.8,FURIN; PCSK4; PCSK6,Cirobu.g00012021
KH.L18.80,A4GALT; A4GNT,Cirobu.g00012022
KH.L18.81,KLC1; KLC2; KLC4,Cirobu.g00012023
KH.L18.82,SLC13A2; SLC13A3; SLC13A5,Cirobu.g00012024
KH.L18.83,CYP26A1; CYP26B1; CYP26C1,Cirobu.g00012025
KH.L18.84,FURIN; PCSK4; PCSK5,Cirobu.g00012026
KH.L18.85,SCHIP1,Cirobu.g00012027
KH.L18.86,PIN1; PIN4,Cirobu.g00012028
KH.L18.87,KH.L18.87,Cirobu.g00012029
KH.L18.88,CUL3; CUL4A; CUL4B,Cirobu.g00012030
KH.L18.89,ADGRG2; ADGRG4; ADGRG6,Cirobu.g00012031
KH.L18.9,PRDM9; ZNF768; ZSCAN22,Cirobu.g00012032
KH.L18.90,GPS2,Cirobu.g00012033
KH.L18.91,GUCY2D; GUCY2F; NPR2,Cirobu.g00012034
KH.L18.92,MYO15B; MYO7A; MYO7B,Cirobu.g00012035
KH.L18.93,IL17RA; IL17RD,Cirobu.g00012036
KH.L18.94,CPTP; GLTP; GLTPD2,Cirobu.g00012037
KH.L18.95,KH.L18.95,Cirobu.g00012038
KH.L18.96,KIAA0100,Cirobu.g00012039
KH.L18.97,SAP130,Cirobu.g00012040
KH.L18.98,BRAF; MAP2K7; MAP3K10,Cirobu.g00012041
KH.L18.99,KH.L18.99,Cirobu.g00012042
KH.L19.1,MYOT; OBSCN; TTN,Cirobu.g00012043
KH.L19.10,ABHD18,Cirobu.g00012044
KH.L19.11,KH.L19.11,Cirobu.g00012045
KH.L19.12,WNT10A; WNT10B; WNT7B,Cirobu.g00012046
KH.L19.13,MDP1,Cirobu.g00012047
KH.L19.14,CSRNP1; CSRNP2; CSRNP3,Cirobu.g00012048
KH.L19.15,NT5E,Cirobu.g00012049
KH.L19.2,NLRP14,Cirobu.g00012050
KH.L19.3,AC034102.2; METAP2; PA2G4,Cirobu.g00012051
KH.L19.4,RECK,Cirobu.g00012052
KH.L19.5,KH.L19.5,Cirobu.g00012053
KH.L19.6,TSPAN15; TSPAN33; TSPAN5,Cirobu.g00012054
KH.L19.8,BCL11A; BCL11B; ZNF296,Cirobu.g00012055
KH.L19.9,COBL; COBLL1,Cirobu.g00012056
KH.L20.1,GATA4; GATA5; GATA6,Cirobu.g00012060
KH.L20.10,VPS36,Cirobu.g00012061
KH.L20.11,FAM241A; FAM241B,Cirobu.g00012062
KH.L20.12,SGPP1; SGPP2,Cirobu.g00012063
KH.L20.13,CDH23,Cirobu.g00012064
KH.L20.14,AEN; ISG20; ISG20L2,Cirobu.g00012065
KH.L20.15,ACOT13,Cirobu.g00012066
KH.L20.16,VTI1A; VTI1B,Cirobu.g00012067
KH.L20.17,NKTR; PPID; PPIL6,Cirobu.g00012068
KH.L20.18,KH.L20.18,Cirobu.g00012069
KH.L20.19,KH.L20.19,Cirobu.g00012070
KH.L20.2,PRIMPOL,Cirobu.g00012071
KH.L20.20,BRIP1; DDX11; ERCC2,Cirobu.g00012072
KH.L20.21,KH.L20.21,Cirobu.g00012073
KH.L20.22,KH.L20.22,Cirobu.g00012074
KH.L20.23,CH25H; FAXDC2; MSMO1,Cirobu.g00012075
KH.L20.24,MAGEE1,Cirobu.g00012076
KH.L20.25,MEIG1,Cirobu.g00012077
KH.L20.26,FOXO1; FOXO3; FOXO4,Cirobu.g00012078
KH.L20.27,SNX18; SNX30; SNX4,Cirobu.g00012079
KH.L20.28,KH.L20.28,Cirobu.g00012080
KH.L20.29,DKK1; DKK2; DKK4,Cirobu.g00012081
KH.L20.3,KH.L20.3,Cirobu.g00012082
KH.L20.30,EPG5; SPRR3,Cirobu.g00012083
KH.L20.31,KH.L20.31,Cirobu.g00012084
KH.L20.32,THUMPD2; THUMPD3; TRMT11,Cirobu.g00012085
KH.L20.33,CSTF2; CSTF2T; RBM39,Cirobu.g00012086
KH.L20.34,MNT; MXD1; MXD3,Cirobu.g00012087
KH.L20.35,SLC2A1; SLC2A2; SLC2A9,Cirobu.g00012088
KH.L20.36,CPSF6; CPSF7,Cirobu.g00012089
KH.L20.37,KH.L20.37,Cirobu.g00012090
KH.L20.38,ATE1,Cirobu.g00012091
KH.L20.39,KH.L20.39,Cirobu.g00012092
KH.L20.4,KH.L20.4,Cirobu.g00012093
KH.L20.40,TTC5,Cirobu.g00012094
KH.L20.41,KH.L20.41,Cirobu.g00012095
KH.L20.42,HNRNPAB; HNRNPD; HNRNPDL,Cirobu.g00012096
KH.L20.43,XRN1,Cirobu.g00012097
KH.L20.44,GTF3C2; ZNF512; ZNF512B,Cirobu.g00012098
KH.L20.45,GSTA1; GSTA3; GSTA4,Cirobu.g00012099
KH.L20.46,KH.L20.46,Cirobu.g00012100
KH.L20.47,BDH2; HSD17B8,Cirobu.g00012101
KH.L20.48,POMK,Cirobu.g00012102
KH.L20.49,LDB3; PDLIM4; PDLIM7,Cirobu.g00012103
KH.L20.5,GSTA1; GSTA2; GSTA3,Cirobu.g00012104
KH.L20.50,KH.L20.50,Cirobu.g00012105
KH.L20.51,KH.L20.51,Cirobu.g00012106
KH.L20.52,KH.L20.52,Cirobu.g00012107
KH.L20.53,CC2D2A; CC2D2B; CEP76,Cirobu.g00012108
KH.L20.54,RPL39; RPL39L,Cirobu.g00012109
KH.L20.55,ERCC6; ERCC6L; SMARCA5,Cirobu.g00012110
KH.L20.56,KH.L20.56,Cirobu.g00012111
KH.L20.57,TRIM2; TRIM3; TRIM71,Cirobu.g00012112
KH.L20.58,DCBLD1; DCBLD2; EDIL3,Cirobu.g00012113
KH.L20.59,KH.L20.59,Cirobu.g00012114
KH.L20.6,CMTM8; PLLP,Cirobu.g00012115
KH.L20.60,DDC; GAD2; HDC,Cirobu.g00012116
KH.L20.61,KH.L20.61,Cirobu.g00012117
KH.L20.63,KH.L20.63,Cirobu.g00012118
KH.L20.7,DNAJB9; DNAJC10; DNAJC16,Cirobu.g00012119
KH.L20.8,KH.L20.8,Cirobu.g00012120
KH.L2.1,KH.L2.1,Cirobu.g00012057
KH.L21.1,KH.L21.1,Cirobu.g00012121
KH.L21.2,MUC5AC; OTOGL; VWF,Cirobu.g00012122
KH.L2.2,BPTF; PHRF1; SHPRH,Cirobu.g00012058
KH.L22.1,PPT2,Cirobu.g00012123
KH.L22.10,DBH; MOXD1; PAM,Cirobu.g00012124
KH.L22.11,ADAT2,Cirobu.g00012125
KH.L22.12,KH.L22.12,Cirobu.g00012126
KH.L22.13,LSM10; LSM2; LSM4,Cirobu.g00012127
KH.L22.14,PARP14; PARP15; PARP9,Cirobu.g00012128
KH.L22.15,UNC50,Cirobu.g00012129
KH.L22.16,IGFBP3; IGFBP5; IGFBP6,Cirobu.g00012130
KH.L22.17,KH.L22.17,Cirobu.g00012131
KH.L22.18,ITGA11; ITGAD; ITGAX,Cirobu.g00012132
KH.L22.19,MRC1; MRC2; PLA2R1,Cirobu.g00012133
KH.L22.2,DBH; MOXD1,Cirobu.g00012134
KH.L22.20,GPATCH3,Cirobu.g00012135
KH.L22.21,ITGA11; ITGA9; ITGAD,Cirobu.g00012136
KH.L22.22,BAG6,Cirobu.g00012137
KH.L22.24,ITGA1; ITGA11; ITGAX,Cirobu.g00012138
KH.L22.25,KH.L22.25,Cirobu.g00012139
KH.L22.26,KH.L22.26,Cirobu.g00012140
KH.L22.27,ALG13; OTUD4,Cirobu.g00012141
KH.L22.28,GABBR1,Cirobu.g00012142
